file_number,phrase,trc,readID,telo_length
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.798,m84091_241209_233055_s4/254678850/ccs,1360
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.912,m84091_241209_233055_s4/267391998/ccs,1210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.906,m84091_241209_233055_s4/9306410/ccs,3190
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.948,m84091_241209_233055_s4/37290570/ccs,1060
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.828,m84091_241209_233055_s4/16647473/ccs,880
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.900,m84091_241209_233055_s4/63769585/ccs,1270
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.834,m84091_241209_233055_s4/62783895/ccs,820
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.702,m84091_241209_233055_s4/52364382/ccs,1090
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.708,m84091_241209_233055_s4/51907372/ccs,1420
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.882,m84091_241209_233055_s4/63375806/ccs,1390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.768,m84091_241209_233055_s4/64946247/ccs,1000
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.714,m84091_241209_233055_s4/54984874/ccs,1390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/47383726/ccs,6220
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/38862965/ccs,1060
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.942,m84091_241209_233055_s4/21956217/ccs,2050
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.810,m84091_241209_233055_s4/58654892/ccs,790
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/25559616/ccs,6970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.828,m84091_241209_233055_s4/31065913/ccs,1000
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.954,m84091_241209_233055_s4/54527544/ccs,1060
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/67700724/ccs,5470
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/13502276/ccs,3730
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.008,m84091_241209_233055_s4/51316609/ccs,3790
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.714,m84091_241209_233055_s4/65996535/ccs,2110
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.852,m84091_241209_233055_s4/17959298/ccs,610
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/13765491/ccs,4150
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.068,m84091_241209_233055_s4/17763278/ccs,1150
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/32508171/ccs,1600
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.936,m84091_241209_233055_s4/20580547/ccs,2920
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/56754335/ccs,3340
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/65077919/ccs,7540
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/82379901/ccs,5920
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.738,m84091_241209_233055_s4/101189736/ccs,2170
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.804,m84091_241209_233055_s4/79759142/ccs,730
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/75893620/ccs,2860
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.032,m84091_241209_233055_s4/77858092/ccs,1270
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/81855640/ccs,1510
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.708,m84091_241209_233055_s4/80348738/ccs,640
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.930,m84091_241209_233055_s4/81397550/ccs,3340
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.798,m84091_241209_233055_s4/92015273/ccs,760
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/93980589/ccs,4690
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/69665667/ccs,3130
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/85656294/ccs,3880
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.708,m84091_241209_233055_s4/82119492/ccs,1240
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.960,m84091_241209_233055_s4/108200984/ccs,7660
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/73664115/ccs,3220
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.864,m84091_241209_233055_s4/99615884/ccs,1390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.738,m84091_241209_233055_s4/98304874/ccs,910
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.002,m84091_241209_233055_s4/97126314/ccs,2290
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/83034703/ccs,2290
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.846,m84091_241209_233055_s4/73074098/ccs,820
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.792,m84091_241209_233055_s4/84279576/ccs,1750
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/101253121/ccs,910
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/77922770/ccs,3100
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.954,m84091_241209_233055_s4/118227156/ccs,2260
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/124191033/ccs,5710
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.714,m84091_241209_233055_s4/117442446/ccs,700
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/106301190/ccs,3460
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.732,m84091_241209_233055_s4/154274328/ccs,1030
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/162136672/ccs,2140
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/159188302/ccs,2110
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.924,m84091_241209_233055_s4/162728957/ccs,670
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.702,m84091_241209_233055_s4/174589568/ccs,1060
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.702,m84091_241209_233055_s4/144378378/ccs,1210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.954,m84091_241209_233055_s4/159581247/ccs,1810
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.798,m84091_241209_233055_s4/166267848/ccs,1240
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.026,m84091_241209_233055_s4/133564576/ccs,1180
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.804,m84091_241209_233055_s4/147128844/ccs,670
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.900,m84091_241209_233055_s4/198247360/ccs,2050
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.738,m84091_241209_233055_s4/174850203/ccs,910
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.936,m84091_241209_233055_s4/117244420/ccs,970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/154797150/ccs,1510
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.864,m84091_241209_233055_s4/191758719/ccs,970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/152569696/ccs,5680
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.900,m84091_241209_233055_s4/174326454/ccs,4330
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.954,m84091_241209_233055_s4/145621294/ccs,4660
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.786,m84091_241209_233055_s4/110821785/ccs,1030
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.750,m84091_241209_233055_s4/181340824/ccs,1090
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.002,m84091_241209_233055_s4/153551289/ccs,6070
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.762,m84091_241209_233055_s4/135856323/ccs,820
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.828,m84091_241209_233055_s4/195887518/ccs,1120
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.774,m84091_241209_233055_s4/147391049/ccs,1450
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.936,m84091_241209_233055_s4/186320491/ccs,3190
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.756,m84091_241209_233055_s4/163708945/ccs,1030
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.930,m84091_241209_233055_s4/141492358/ccs,1150
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/192022344/ccs,2590
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/127731790/ccs,5710
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/174785865/ccs,3550
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.816,m84091_241209_233055_s4/241041996/ccs,790
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.864,m84091_241209_233055_s4/202506871/ccs,1960
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.242,m84091_241209_233055_s4/214499333/ccs,880
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.714,m84091_241209_233055_s4/241828637/ccs,1210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.702,m84091_241209_233055_s4/202047809/ccs,850
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.960,m84091_241209_233055_s4/176357628/ccs,4720
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.948,m84091_241209_233055_s4/226885890/ccs,1030
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.918,m84091_241209_233055_s4/211027507/ccs,1210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.816,m84091_241209_233055_s4/225250091/ccs,1210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.804,m84091_241209_233055_s4/235144674/ccs,1150
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/193725714/ccs,9220
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/240781424/ccs,1300
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.918,m84091_241209_233055_s4/208142388/ccs,910
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.864,m84091_241209_233055_s4/225380833/ccs,2560
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.720,m84091_241209_233055_s4/210044082/ccs,1240
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.954,m84091_241209_233055_s4/263848587/ccs,1930
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.924,m84091_241209_233055_s4/177799992/ccs,3700
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/214172328/ccs,7390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.002,m84091_241209_233055_s4/263062347/ccs,6160
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/195166675/ccs,5260
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/220791030/ccs,3940
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/200149305/ccs,4030
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/202638154/ccs,3550
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/221118938/ccs,3550
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.798,m84091_241209_233055_s4/224330360/ccs,910
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.822,m84091_241209_233055_s4/189924420/ccs,970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/225707976/ccs,4750
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.786,m84091_241209_233055_s4/203162268/ccs,790
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.912,m84091_241209_233055_s4/228394134/ccs,1390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.756,m84091_241209_233055_s4/193594760/ccs,1390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.780,m84091_241209_233055_s4/230165019/ccs,1000
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.864,m84091_241209_233055_s4/221251590/ccs,940
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.038,m84091_241209_233055_s4/243533083/ccs,1330
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.750,m84091_241209_233055_s4/239076837/ccs,1090
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.720,m84091_241209_233055_s4/254936276/ccs,1180
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.708,m84091_241209_233055_s4/27858056/ccs,820
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/34738165/ccs,2080
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.834,m84091_241209_233055_s4/39589263/ccs,940
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.804,m84091_241209_233055_s4/3413200/ccs,1120
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.942,m84091_241209_233055_s4/36573440/ccs,3340
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.732,m84091_241209_233055_s4/14488951/ccs,940
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.708,m84091_241209_233055_s4/244319948/ccs,1690
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.756,m84091_241209_233055_s4/56038101/ccs,820
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.020,m84091_241209_233055_s4/264439998/ccs,940
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/30543886/ccs,4420
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/256641577/ccs,5950
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/31003766/ccs,2050
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.906,m84091_241209_233055_s4/252904784/ccs,880
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.714,m84091_241209_233055_s4/35394551/ccs,1210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.744,m84091_241209_233055_s4/25562476/ccs,970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.888,m84091_241209_233055_s4/262800751/ccs,1810
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.726,m84091_241209_233055_s4/16389866/ccs,1390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.960,m84091_241209_233055_s4/30938020/ccs,4420
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.888,m84091_241209_233055_s4/25171212/ccs,1000
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/38606496/ccs,4450
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/11736496/ccs,4480
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.936,m84091_241209_233055_s4/9703717/ccs,2410
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.786,m84091_241209_233055_s4/49155899/ccs,700
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.828,m84091_241209_233055_s4/73142353/ccs,1270
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.744,m84091_241209_233055_s4/50728160/ccs,2470
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.708,m84091_241209_233055_s4/89591319/ccs,1240
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.726,m84091_241209_233055_s4/83366193/ccs,970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/42341465/ccs,4420
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/113250253/ccs,4210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.002,m84091_241209_233055_s4/83498879/ccs,4270
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.942,m84091_241209_233055_s4/107614092/ccs,1870
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.894,m84091_241209_233055_s4/78058592/ccs,1990
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.876,m84091_241209_233055_s4/60101791/ccs,1240
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/52696485/ccs,4300
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.930,m84091_241209_233055_s4/49810685/ccs,3370
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.708,m84091_241209_233055_s4/89265693/ccs,1840
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.960,m84091_241209_233055_s4/112923754/ccs,5860
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/58396591/ccs,4390
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/81139276/ccs,4660
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.732,m84091_241209_233055_s4/81269489/ccs,850
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.744,m84091_241209_233055_s4/50204180/ccs,1210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/100536106/ccs,7300
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.750,m84091_241209_233055_s4/109975042/ccs,910
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.738,m84091_241209_233055_s4/156505322/ccs,1540
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.732,m84091_241209_233055_s4/159388783/ccs,790
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/166661690/ccs,6370
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.702,m84091_241209_233055_s4/110630617/ccs,1690
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.816,m84091_241209_233055_s4/139595484/ccs,1270
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.002,m84091_241209_233055_s4/140840854/ccs,1150
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/110563198/ccs,4000
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.894,m84091_241209_233055_s4/133370450/ccs,1420
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/173936573/ccs,2470
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/140908030/ccs,2170
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.876,m84091_241209_233055_s4/160960029/ccs,1060
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/159649237/ccs,2140
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/170922613/ccs,3400
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.810,m84091_241209_233055_s4/133042667/ccs,2140
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/152311517/ccs,4060
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/168824359/ccs,5650
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/127407254/ccs,3970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.954,m84091_241209_233055_s4/142088069/ccs,940
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.888,m84091_241209_233055_s4/160304548/ccs,1240
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.930,m84091_241209_233055_s4/124391349/ccs,1900
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.906,m84091_241209_233055_s4/180097440/ccs,1600
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.816,m84091_241209_233055_s4/156636003/ccs,1450
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/165287036/ccs,1120
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/130486160/ccs,1780
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.894,m84091_241209_233055_s4/125768105/ccs,2110
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/196286025/ccs,1690
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.978,m84091_241209_233055_s4/125768280/ccs,4000
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/137694247/ccs,6100
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/213718053/ccs,2680
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.840,m84091_241209_233055_s4/176952700/ccs,1360
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.702,m84091_241209_233055_s4/224203227/ccs,1180
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/204412738/ccs,5890
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.834,m84091_241209_233055_s4/186258536/ccs,790
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.008,m84091_241209_233055_s4/205852039/ccs,2620
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.972,m84091_241209_233055_s4/240064089/ccs,2740
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.762,m84091_241209_233055_s4/241177034/ccs,2140
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.750,m84091_241209_233055_s4/202641057/ccs,1060
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.792,m84091_241209_233055_s4/182523007/ccs,850
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.726,m84091_241209_233055_s4/192288051/ccs,1450
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.936,m84091_241209_233055_s4/229576887/ccs,7210
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/185405470/ccs,5710
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.966,m84091_241209_233055_s4/224466711/ccs,4150
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/207229566/ccs,4300
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.792,m84091_241209_233055_s4/231804963/ccs,820
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.732,m84091_241209_233055_s4/214242433/ccs,1360
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.732,m84091_241209_233055_s4/195366321/ccs,1330
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.864,m84091_241209_233055_s4/214175376/ccs,2260
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.780,m84091_241209_233055_s4/214699309/ccs,1090
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/197791140/ccs,4840
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.936,m84091_241209_233055_s4/206114383/ccs,2680
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.942,m84091_241209_233055_s4/199494937/ccs,970
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/230166802/ccs,7990
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.996,m84091_241209_233055_s4/187242244/ccs,3160
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.984,m84091_241209_233055_s4/209325637/ccs,2740
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.906,m84091_241209_233055_s4/215749596/ccs,2140
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.990,m84091_241209_233055_s4/230757344/ccs,2230
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.756,m84091_241209_233055_s4/263196032/ccs,820
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,1.002,m84091_241209_233055_s4/195433417/ccs,4180
m84091_241209_233055_s4.hifi_reads.bc1003.fastq,4,0.882,m84091_241209_233055_s4/188682113/ccs,1330
